Trip ID,Pickup Date,Pickup Hour,Vehicle,Payment_type,No Of Passengers,Trip Distance,Booking Value,Pickup Location,Total Bookings
34621,2024-06-11 00:00:00,1899-12-30 19:22:19,UberX,Uber Pay,1,1.46,$8.7,Murray Hill,1.0
34622,2024-06-11 00:00:00,1899-12-30 19:41:47,UberX,Uber Pay,1,5,$18.5,Lincoln Square East,1.0
34624,2024-06-11 00:00:00,1899-12-30 19:27:41,UberX,Uber Pay,1,2.1,$14.0,Garment District,1.0
34629,2024-06-11 00:00:00,1899-12-30 18:59:55,UberX,Uber Pay,3,4.15,$18.3,East Village,1.0
34634,2024-06-11 00:00:00,1899-12-30 19:02:59,UberX,Uber Pay,1,1.3,$9.3,East Harlem South,1.0
34637,2024-06-11 00:00:00,1899-12-30 19:44:29,UberX,Uber Pay,1,1.8,$12.2,Manhattan Valley,1.0
34639,2024-06-11 00:00:00,1899-12-30 19:53:46,UberX,Uber Pay,1,1.45,$7.5,Clinton East,1.0
34641,2024-06-11 00:00:00,1899-12-30 19:56:59,UberX,Uber Pay,1,1.42,$7.0,Penn Station/Madison Sq West,1.0
34642,2024-06-11 00:00:00,1899-12-30 19:29:47,UberX,Uber Pay,1,1.6,$9.3,Penn Station/Madison Sq West,1.0
34644,2024-06-11 00:00:00,1899-12-30 19:02:51,UberX,Uber Pay,2,1.83,$10.5,East Chelsea,1.0
34649,2024-06-11 00:00:00,1899-12-30 19:59:49,UberX,Uber Pay,1,1.1,$7.4,Lenox Hill West,1.0
34654,2024-06-11 00:00:00,1899-12-30 18:59:20,UberX,Uber Pay,1,1.42,$8.6,UN/Turtle Bay South,1.0
34655,2024-06-11 00:00:00,1899-12-30 19:19:25,UberX,Uber Pay,2,3.21,$15.9,Lenox Hill East,1.0
34656,2024-06-11 00:00:00,1899-12-30 19:36:03,UberX,Uber Pay,5,2.23,$14.9,UN/Turtle Bay South,1.0
34661,2024-06-11 00:00:00,1899-12-30 19:51:58,UberX,Uber Pay,1,5.46,$23.1,Gramercy,1.0
34662,2024-06-11 00:00:00,1899-12-30 19:27:52,UberX,Uber Pay,1,2.2,$11.6,Lincoln Square West,1.0
34665,2024-06-11 00:00:00,1899-12-30 19:50:40,UberX,Uber Pay,1,5.4,$18.5,East Harlem South,1.0
34670,2024-06-11 00:00:00,1899-12-30 19:55:00,UberX,Uber Pay,2,2.26,$12.3,Midtown North,1.0
34671,2024-06-11 00:00:00,1899-12-30 19:39:43,UberX,Uber Pay,1,5.28,$23.7,Lincoln Square East,1.0
34672,2024-06-11 00:00:00,1899-12-30 19:52:12,UberX,Uber Pay,1,2.5,$12.3,Murray Hill,1.0
34675,2024-06-11 00:00:00,1899-12-30 19:56:19,UberX,Uber Pay,1,3,$13.0,Penn Station/Madison Sq West,1.0
34680,2024-06-11 00:00:00,1899-12-30 19:06:42,UberX,Uber Pay,2,3.9,$18.3,Penn Station/Madison Sq West,1.0
34689,2024-06-11 00:00:00,1899-12-30 19:38:11,UberX,Uber Pay,1,3,$13.6,Yorkville West,1.0
34691,2024-06-11 00:00:00,1899-12-30 19:38:33,UberX,Uber Pay,1,1.3,$6.5,SoHo,1.0
34692,2024-06-11 00:00:00,1899-12-30 19:13:08,UberX,Uber Pay,1,1.72,$8.0,Manhattan Valley,1.0
34694,2024-06-11 00:00:00,1899-12-30 19:41:43,UberX,Uber Pay,1,1.8,$11.1,Kips Bay,1.0
34695,2024-06-11 00:00:00,1899-12-30 19:15:55,UberX,Uber Pay,1,2.16,$11.1,Murray Hill,1.0
34700,2024-06-11 00:00:00,1899-12-30 19:11:47,UberX,Uber Pay,1,2.8,$12.0,Garment District,1.0
34704,2024-06-11 00:00:00,1899-12-30 19:31:44,UberX,Uber Pay,1,2.2,$12.9,Central Park,1.0
34705,2024-06-11 00:00:00,1899-12-30 19:12:20,UberX,Uber Pay,1,2.75,$14.7,Central Harlem,1.0
34710,2024-06-11 00:00:00,1899-12-30 19:51:32,UberX,Uber Pay,1,1.5,$9.2,Lenox Hill East,1.0
34713,2024-06-11 00:00:00,1899-12-30 19:23:51,UberX,Uber Pay,3,1.3,$8.5,Little Italy/NoLiTa,1.0
34722,2024-06-11 00:00:00,1899-12-30 19:11:53,UberX,Uber Pay,1,1.09,$7.0,Yorkville West,1.0
34725,2024-06-11 00:00:00,1899-12-30 19:01:47,UberX,Uber Pay,1,7.2,$29.7,Greenwich Village South,1.0
34727,2024-06-11 00:00:00,1899-12-30 19:47:04,UberX,Uber Pay,1,2,$11.7,Lenox Hill East,1.0
34729,2024-06-11 00:00:00,1899-12-30 19:23:06,UberX,Uber Pay,1,2.87,$14.1,Upper East Side South,1.0
34732,2024-06-11 00:00:00,1899-12-30 19:09:01,UberX,Uber Pay,1,3,$15.2,West Chelsea/Hudson Yards,1.0
34736,2024-06-11 00:00:00,1899-12-30 19:14:19,UberX,Uber Pay,1,1.86,$8.5,East Chelsea,1.0
34740,2024-06-11 00:00:00,1899-12-30 19:05:58,UberX,Uber Pay,1,4.6,$18.9,Kips Bay,1.0
34744,2024-06-11 00:00:00,1899-12-30 19:05:25,UberX,Uber Pay,1,1.3,$11.1,Kips Bay,1.0
34747,2024-06-11 00:00:00,1899-12-30 19:12:49,UberX,Uber Pay,2,9.57,$30.8,Two Bridges/Seward Park,1.0
34757,2024-06-11 00:00:00,1899-12-30 19:03:24,UberX,Uber Pay,1,3.42,$15.0,East Harlem South,1.0
34758,2024-06-11 00:00:00,1899-12-30 18:59:22,UberX,Uber Pay,1,2.71,$13.5,Midtown East,1.0
34761,2024-06-11 00:00:00,1899-12-30 19:35:17,UberX,Uber Pay,1,1.6,$8.0,Upper West Side South,1.0
34763,2024-06-11 00:00:00,1899-12-30 19:46:24,UberX,Uber Pay,1,1.53,$10.5,West Chelsea/Hudson Yards,1.0
34766,2024-06-11 00:00:00,1899-12-30 19:55:07,UberX,Uber Pay,6,11.72,$36.5,Lenox Hill East,1.0
34767,2024-06-11 00:00:00,1899-12-30 19:08:53,UberX,Uber Pay,1,3.2,$16.7,UN/Turtle Bay South,1.0
34771,2024-06-11 00:00:00,1899-12-30 19:11:49,UberX,Uber Pay,1,2.2,$15.0,Lenox Hill West,1.0
34774,2024-06-11 00:00:00,1899-12-30 19:15:34,UberX,Uber Pay,1,4.5,$20.1,East Harlem South,1.0
34779,2024-06-11 00:00:00,1899-12-30 20:13:48,UberX,Uber Pay,1,2.3,$14.0,Lenox Hill East,1.0
34780,2024-06-11 00:00:00,1899-12-30 20:43:39,UberX,Uber Pay,1,9.81,$36.8,LaGuardia Airport,1.0
34781,2024-06-11 00:00:00,1899-12-30 20:17:48,UberX,Uber Pay,1,2.4,$12.8,Lincoln Square East,1.0
34782,2024-06-11 00:00:00,1899-12-30 20:52:07,UberX,Uber Pay,1,10.02,$36.9,LaGuardia Airport,1.0
34787,2024-06-11 00:00:00,1899-12-30 20:43:28,UberX,Uber Pay,1,6.76,$28.7,LaGuardia Airport,1.0
34794,2024-06-11 00:00:00,1899-12-30 20:17:59,UberX,Uber Pay,2,3.52,$15.0,East Village,1.0
34798,2024-06-11 00:00:00,1899-12-30 20:24:33,UberX,Uber Pay,3,1.46,$9.5,Upper West Side North,1.0
34801,2024-06-11 00:00:00,1899-12-30 20:29:24,UberX,Uber Pay,1,1.9,$13.0,Lincoln Square West,1.0
34803,2024-06-11 00:00:00,1899-12-30 19:57:12,UberX,Uber Pay,1,1.72,$10.4,Midtown North,1.0
34808,2024-06-11 00:00:00,1899-12-30 20:24:24,UberX,Uber Pay,1,4.8,$20.6,Kips Bay,1.0
34810,2024-06-11 00:00:00,1899-12-30 20:01:02,UberX,Uber Pay,1,22.63,$67.8,Flatbush/Ditmas Park,1.0
34815,2024-06-11 00:00:00,1899-12-30 20:09:15,UberX,Uber Pay,2,2.29,$10.9,Yorkville West,1.0
34816,2024-06-11 00:00:00,1899-12-30 20:58:48,UberX,Uber Pay,1,2.1,$11.8,Upper West Side South,1.0
34817,2024-06-11 00:00:00,1899-12-30 20:14:30,UberX,Uber Pay,1,4.45,$16.0,Central Harlem,1.0
34819,2024-06-11 00:00:00,1899-12-30 20:25:35,UberX,Uber Pay,2,1.03,$5.5,Yorkville West,1.0
34820,2024-06-11 00:00:00,1899-12-30 20:59:31,UberX,Uber Pay,2,1.32,$8.1,Yorkville West,1.0
34826,2024-06-11 00:00:00,1899-12-30 20:03:02,UberX,Uber Pay,1,1.79,$11.6,Kips Bay,1.0
34827,2024-06-11 00:00:00,1899-12-30 20:45:39,UberX,Uber Pay,1,7.12,$26.5,Kips Bay,1.0
34829,2024-06-11 00:00:00,1899-12-30 20:19:08,UberX,Uber Pay,1,3.44,$16.4,Kips Bay,1.0
34830,2024-06-11 00:00:00,1899-12-30 19:54:36,UberX,Uber Pay,5,1.08,$6.8,Lincoln Square East,1.0
34834,2024-06-11 00:00:00,1899-12-30 20:53:36,UberX,Uber Pay,3,5.1,$19.5,Lenox Hill East,1.0
34835,2024-06-11 00:00:00,1899-12-30 20:23:13,UberX,Uber Pay,1,1.4,$8.6,Clinton East,1.0
34837,2024-06-11 00:00:00,1899-12-30 20:36:32,UberX,Uber Pay,1,5.47,$21.2,Kips Bay,1.0
34841,2024-06-11 00:00:00,1899-12-30 20:07:36,UberX,Uber Pay,1,1.65,$8.0,Lenox Hill West,1.0
34844,2024-06-11 00:00:00,1899-12-30 20:47:16,UberX,Uber Pay,1,1.4,$7.1,Lincoln Square East,1.0
34846,2024-06-11 00:00:00,1899-12-30 20:33:43,UberX,Uber Pay,1,4.16,$18.0,Upper West Side North,1.0
34849,2024-06-11 00:00:00,1899-12-30 20:21:08,UberX,Uber Pay,1,1.86,$9.2,Sutton Place/Turtle Bay North,1.0
34854,2024-06-11 00:00:00,1899-12-30 20:25:12,UberX,Uber Pay,2,3,$18.0,Garment District,1.0
34856,2024-06-11 00:00:00,1899-12-30 20:33:49,UberX,Uber Pay,1,3.54,$15.2,Clinton East,1.0
34857,2024-06-11 00:00:00,1899-12-30 20:00:23,UberX,Uber Pay,1,2.1,$11.0,Gramercy,1.0
34859,2024-06-11 00:00:00,1899-12-30 20:15:05,UberX,Uber Pay,1,1.13,$8.3,Upper East Side South,1.0
34860,2024-06-11 00:00:00,1899-12-30 20:28:02,UberX,Uber Pay,1,1.1,$8.2,Yorkville East,1.0
34861,2024-06-11 00:00:00,1899-12-30 20:52:42,UberX,Uber Pay,1,1.14,$9.8,Kips Bay,1.0
34875,2024-06-11 00:00:00,1899-12-30 20:19:47,UberX,Uber Pay,1,1.64,$10.0,UN/Turtle Bay South,1.0
34881,2024-06-11 00:00:00,1899-12-30 20:13:11,UberX,Uber Pay,1,4.25,$16.2,Clinton East,1.0
34885,2024-06-11 00:00:00,1899-12-30 20:53:16,UberX,Uber Pay,1,1.2,$9.0,Upper East Side South,1.0
34889,2024-06-11 00:00:00,1899-12-30 21:02:19,UberX,Uber Pay,1,3.89,$17.0,Manhattan Valley,1.0
34895,2024-06-11 00:00:00,1899-12-30 21:59:53,UberX,Uber Pay,2,1.67,$11.0,Bloomingdale,1.0
34896,2024-06-11 00:00:00,1899-12-30 21:23:53,UberX,Uber Pay,1,1.84,$8.6,Sutton Place/Turtle Bay North,1.0
34899,2024-06-11 00:00:00,1899-12-30 21:11:45,UberX,Uber Pay,6,1.83,$9.8,Kips Bay,1.0
34901,2024-06-11 00:00:00,1899-12-30 21:16:50,UberX,Uber Pay,1,5.9,$23.0,Midtown Center,1.0
34903,2024-06-11 00:00:00,1899-12-30 21:59:47,UberX,Uber Pay,1,4.32,$21.0,Bloomingdale,1.0
34906,2024-06-11 00:00:00,1899-12-30 21:09:22,UberX,Uber Pay,5,2.17,$9.5,Murray Hill,1.0
34911,2024-06-11 00:00:00,1899-12-30 21:08:35,UberX,Uber Pay,1,10.87,$37.5,Midtown Center,1.0
34912,2024-06-11 00:00:00,1899-12-30 21:14:44,UberX,Uber Pay,1,1.05,$7.5,Central Harlem,1.0
34913,2024-06-11 00:00:00,1899-12-30 21:04:18,UberX,Uber Pay,1,2.7,$16.0,Gramercy,1.0
34916,2024-06-11 00:00:00,1899-12-30 21:00:19,UberX,Uber Pay,1,1.08,$7.8,UN/Turtle Bay South,1.0
34919,2024-06-11 00:00:00,1899-12-30 20:44:01,UberX,Uber Pay,6,1.67,$9.2,Upper West Side South,1.0
34921,2024-06-11 00:00:00,1899-12-30 21:14:50,UberX,Uber Pay,1,2.09,$10.4,Clinton East,1.0
34922,2024-06-11 00:00:00,1899-12-30 21:34:23,UberX,Uber Pay,1,1.4,$8.9,Flatiron,1.0
34926,2024-06-11 00:00:00,1899-12-30 21:57:37,UberX,Uber Pay,6,5.11,$20.5,Midtown Center,1.0
34930,2024-06-11 00:00:00,1899-12-30 21:26:01,UberX,Uber Pay,1,2.9,$15.3,UN/Turtle Bay South,1.0
34931,2024-06-11 00:00:00,1899-12-30 21:00:06,UberX,Uber Pay,1,20.04,$66.9,LaGuardia Airport,1.0
34933,2024-06-11 00:00:00,1899-12-30 21:06:51,UberX,Uber Pay,1,2.93,$13.5,Upper West Side North,1.0
34936,2024-06-11 00:00:00,1899-12-30 21:13:27,UberX,Uber Pay,3,2.7,$12.8,Penn Station/Madison Sq West,1.0
34939,2024-06-11 00:00:00,1899-12-30 21:04:10,UberX,Uber Pay,1,10.82,$39.3,JFK Airport,1.0
34940,2024-06-11 00:00:00,1899-12-30 21:19:07,UberX,Uber Pay,1,4.18,$17.8,Upper West Side South,1.0
34942,2024-06-11 00:00:00,1899-12-30 21:22:16,UberX,Uber Pay,1,1.81,$12.0,Kips Bay,1.0
34944,2024-06-11 00:00:00,1899-12-30 21:01:55,UberX,Uber Pay,1,3.91,$17.6,Penn Station/Madison Sq West,1.0
34947,2024-06-11 00:00:00,1899-12-30 21:16:01,UberX,Uber Pay,1,2.6,$12.9,East Harlem South,1.0
34949,2024-06-11 00:00:00,1899-12-30 21:22:02,UberX,Uber Pay,1,1.32,$8.9,Central Park,1.0
34951,2024-06-11 00:00:00,1899-12-30 21:17:41,UberX,Uber Pay,1,1.22,$8.0,Central Park,1.0
34960,2024-06-11 00:00:00,1899-12-30 21:40:56,UberX,Uber Pay,1,3,$15.3,Midtown Center,1.0
34961,2024-06-11 00:00:00,1899-12-30 21:41:45,UberX,Uber Pay,1,1.24,$7.4,Penn Station/Madison Sq West,1.0
34969,2024-06-11 00:00:00,1899-12-30 22:51:24,UberX,Uber Pay,1,2.7,$10.5,Upper East Side South,1.0
34971,2024-06-11 00:00:00,1899-12-30 22:31:08,UberX,Uber Pay,1,5.31,$19.5,LaGuardia Airport,1.0
34975,2024-06-11 00:00:00,1899-12-30 22:43:36,UberX,Uber Pay,1,5.16,$17.0,Manhattan Valley,1.0
34980,2024-06-11 00:00:00,1899-12-30 22:33:37,UberX,Uber Pay,2,5.08,$21.3,Union Sq,1.0
34986,2024-06-11 00:00:00,1899-12-30 22:49:05,UberX,Uber Pay,1,2.1,$7.5,Lenox Hill East,1.0
34992,2024-06-11 00:00:00,1899-12-30 22:10:21,UberX,Uber Pay,2,1.72,$10.4,Lenox Hill West,1.0
34993,2024-06-11 00:00:00,1899-12-30 22:26:58,UberX,Uber Pay,2,5.24,$24.1,Yorkville West,1.0
34995,2024-06-11 00:00:00,1899-12-30 22:18:56,UberX,Uber Pay,1,1.92,$9.2,Kips Bay,1.0
34998,2024-06-11 00:00:00,1899-12-30 22:08:00,UberX,Uber Pay,2,7.66,$24.5,Lenox Hill West,1.0
35002,2024-06-11 00:00:00,1899-12-30 22:24:13,UberX,Uber Pay,1,9.55,$33.3,JFK Airport,1.0
35007,2024-06-11 00:00:00,1899-12-30 22:46:05,UberX,Uber Pay,3,7.61,$34.3,Clinton East,1.0
35008,2024-06-11 00:00:00,1899-12-30 22:41:17,UberX,Uber Pay,1,7.69,$24.5,NV,1.0
35009,2024-06-11 00:00:00,1899-12-30 22:22:57,UberX,Uber Pay,1,5.22,$19.5,Washington Heights South,1.0
35015,2024-06-11 00:00:00,1899-12-30 22:34:18,UberX,Uber Pay,1,2.9,$12.7,Penn Station/Madison Sq West,1.0
35018,2024-06-11 00:00:00,1899-12-30 22:48:30,UberX,Uber Pay,1,3.6,$14.5,Garment District,1.0
35020,2024-06-11 00:00:00,1899-12-30 22:31:20,UberX,Uber Pay,1,2.35,$12.8,East Village,1.0
35022,2024-06-11 00:00:00,1899-12-30 22:48:46,UberX,Uber Pay,1,1.5,$10.4,Penn Station/Madison Sq West,1.0
35029,2024-06-11 00:00:00,1899-12-30 22:13:05,UberX,Uber Pay,1,5,$21.2,Central Harlem North,1.0
35032,2024-06-11 00:00:00,1899-12-30 22:27:49,UberX,Uber Pay,1,2.6,$12.0,Yorkville West,1.0
35034,2024-06-11 00:00:00,1899-12-30 22:41:59,UberX,Uber Pay,1,6.65,$24.7,JFK Airport,1.0
35039,2024-06-11 00:00:00,1899-12-30 22:52:02,UberX,Uber Pay,1,5.87,$25.4,Penn Station/Madison Sq West,1.0
35042,2024-06-11 00:00:00,1899-12-30 22:37:52,UberX,Uber Pay,1,1.6,$9.2,Midtown East,1.0
35043,2024-06-11 00:00:00,1899-12-30 22:30:56,UberX,Uber Pay,1,9.16,$30.5,East Village,1.0
35057,2024-06-11 00:00:00,1899-12-30 23:25:17,UberX,Uber Pay,1,3.6,$18.1,Penn Station/Madison Sq West,1.0
35059,2024-06-11 00:00:00,1899-12-30 23:23:13,UberX,Uber Pay,1,2.8,$13.0,Upper East Side North,1.0
35066,2024-06-11 00:00:00,1899-12-30 22:57:38,UberX,Uber Pay,1,2.68,$16.0,Clinton East,1.0
35075,2024-06-11 00:00:00,1899-12-30 23:57:11,UberX,Uber Pay,1,1.2,$6.6,NV,1.0
35080,2024-06-11 00:00:00,1899-12-30 23:38:28,UberX,Uber Pay,1,1.9,$9.0,Penn Station/Madison Sq West,1.0
35081,2024-06-11 00:00:00,1899-12-30 23:37:35,UberX,Uber Pay,1,1.8,$9.8,NV,1.0
35089,2024-06-12 00:00:00,1899-12-30 00:36:38,UberX,Uber Pay,1,4.35,$17.6,World Trade Center,1.0
35092,2024-06-12 00:00:00,1899-12-30 00:08:16,UberX,Uber Pay,2,3.11,$14.1,East Harlem South,1.0
35093,2024-06-12 00:00:00,1899-12-30 00:02:38,UberX,Uber Pay,3,7.9,$30.8,East Harlem South,1.0
35098,2024-06-12 00:00:00,1899-12-30 23:29:56,UberX,Uber Pay,1,2.4,$12.8,East Harlem South,1.0
35105,2024-06-12 00:00:00,1899-12-30 00:44:17,UberX,Uber Pay,1,3.2,$14.0,Greenwich Village South,1.0
35106,2024-06-12 00:00:00,1899-12-30 00:48:54,UberX,Uber Pay,1,10.92,$38.6,Downtown Brooklyn/MetroTech,1.0
35112,2024-06-12 00:00:00,1899-12-30 00:30:37,UberX,Uber Pay,1,2.2,$10.5,Lenox Hill East,1.0
35115,2024-06-12 00:00:00,1899-12-30 00:58:45,UberX,Uber Pay,1,12.27,$38.8,East Chelsea,1.0
35121,2024-06-12 00:00:00,1899-12-30 00:52:36,UberX,Uber Pay,1,20.6,$60.3,Crown Heights North,1.0
35124,2024-06-12 00:00:00,1899-12-30 00:33:55,UberX,Uber Pay,2,6.41,$22.1,Penn Station/Madison Sq West,1.0
35127,2024-06-12 00:00:00,1899-12-30 01:26:07,UberX,Uber Pay,1,3.68,$13.0,East Harlem North,1.0
35137,2024-06-12 00:00:00,1899-12-30 01:40:02,UberX,Uber Pay,3,5.9,$21.0,Lower East Side,1.0
35140,2024-06-12 00:00:00,1899-12-30 01:01:27,UberX,Uber Pay,1,3.56,$14.6,East Village,1.0
35150,2024-06-12 00:00:00,1899-12-30 01:11:47,UberX,Uber Pay,1,5.49,$16.5,Kips Bay,1.0
35154,2024-06-12 00:00:00,1899-12-30 02:28:06,UberX,Uber Pay,1,15.49,$49.5,Little Italy/NoLiTa,1.0
35156,2024-06-12 00:00:00,1899-12-30 02:31:08,UberX,Uber Pay,1,1.64,$9.8,Lincoln Square East,1.0
35159,2024-06-12 00:00:00,1899-12-30 02:42:29,UberX,Uber Pay,1,1.04,$6.5,East Chelsea,1.0
35162,2024-06-12 00:00:00,1899-12-30 03:33:50,UberX,Uber Pay,1,1.95,$11.6,East Chelsea,1.0
35191,2024-06-12 00:00:00,1899-12-30 05:33:47,UberX,Uber Pay,1,1.32,$10.0,Garment District,1.0
35193,2024-06-12 00:00:00,1899-12-30 05:15:20,UberX,Uber Pay,2,1.03,$6.5,East Village,1.0
35195,2024-06-12 00:00:00,1899-12-30 05:35:05,UberX,Uber Pay,2,2.5,$12.8,Meatpacking/West Village West,1.0
35198,2024-06-12 00:00:00,1899-12-30 05:21:37,UberX,Uber Pay,3,3.6,$14.5,Garment District,1.0
35200,2024-06-12 00:00:00,1899-12-30 05:37:50,UberX,Uber Pay,2,2.4,$10.5,Upper West Side South,1.0
35204,2024-06-12 00:00:00,1899-12-30 05:02:35,UberX,Uber Pay,1,1.3,$7.5,Garment District,1.0
35205,2024-06-12 00:00:00,1899-12-30 05:40:43,UberX,Uber Pay,2,4.44,$14.0,Garment District,1.0
35207,2024-06-12 00:00:00,1899-12-30 05:30:40,UberX,Uber Pay,1,3.2,$16.0,Upper West Side North,1.0
35208,2024-06-12 00:00:00,1899-12-30 05:43:28,UberX,Uber Pay,1,1.65,$9.0,Garment District,1.0
35209,2024-06-12 00:00:00,1899-12-30 05:27:05,UberX,Uber Pay,3,2.1,$9.8,UN/Turtle Bay South,1.0
35224,2024-06-12 00:00:00,1899-12-30 05:52:16,UberX,Uber Pay,1,3.79,$15.2,Garment District,1.0
35225,2024-06-12 00:00:00,1899-12-30 05:27:01,UberX,Uber Pay,1,2.7,$12.2,Gramercy,1.0
35232,2024-06-12 00:00:00,1899-12-30 06:53:36,UberX,Uber Pay,1,1.79,$11.5,East Harlem South,1.0
35241,2024-06-12 00:00:00,1899-12-30 06:44:59,UberX,Uber Pay,1,2.33,$11.5,Gramercy,1.0
35244,2024-06-12 00:00:00,1899-12-30 07:00:31,UberX,Uber Pay,1,1.71,$9.1,Lenox Hill East,1.0
35245,2024-06-12 00:00:00,1899-12-30 06:06:58,UberX,Uber Pay,1,2.49,$11.5,NV,1.0
35251,2024-06-12 00:00:00,1899-12-30 06:16:49,UberX,Uber Pay,1,1.02,$7.0,Penn Station/Madison Sq West,1.0
35255,2024-06-12 00:00:00,1899-12-30 06:38:26,UberX,Uber Pay,1,1.35,$9.1,NV,1.0
35257,2024-06-12 00:00:00,1899-12-30 06:31:13,UberX,Uber Pay,1,1.5,$9.7,Upper West Side South,1.0
35258,2024-06-12 00:00:00,1899-12-30 06:54:27,UberX,Uber Pay,1,1.77,$9.1,Sutton Place/Turtle Bay North,1.0
35268,2024-06-12 00:00:00,1899-12-30 06:12:40,UberX,Uber Pay,1,12.6,$43.9,LaGuardia Airport,1.0
35274,2024-06-12 00:00:00,1899-12-30 06:07:54,UberX,Uber Pay,1,2.41,$14.0,Garment District,1.0
35275,2024-06-12 00:00:00,1899-12-30 06:11:17,UberX,Uber Pay,2,7.83,$25.5,Upper West Side South,1.0
35277,2024-06-12 00:00:00,1899-12-30 06:10:19,UberX,Uber Pay,1,1.21,$8.0,East Chelsea,1.0
35288,2024-06-12 00:00:00,1899-12-30 06:50:00,UberX,Uber Pay,1,14.8,$40.5,Kew Gardens,1.0
35290,2024-06-12 00:00:00,1899-12-30 06:44:10,UberX,Uber Pay,1,1.38,$9.1,East Chelsea,1.0
35292,2024-06-12 00:00:00,1899-12-30 06:40:02,UberX,Uber Pay,1,1.1,$6.5,East Chelsea,1.0
35296,2024-06-12 00:00:00,1899-12-30 06:47:56,UberX,Uber Pay,1,2.22,$9.5,East Harlem North,1.0
35302,2024-06-12 00:00:00,1899-12-30 06:48:44,UberX,Uber Pay,2,1.49,$6.1,NV,1.0
35303,2024-06-12 00:00:00,1899-12-30 06:00:16,UberX,Uber Pay,1,3.2,$15.7,Clinton East,1.0
35305,2024-06-12 00:00:00,1899-12-30 06:01:26,UberX,Uber Pay,1,2.97,$11.5,Penn Station/Madison Sq West,1.0
35309,2024-06-12 00:00:00,1899-12-30 06:05:27,UberX,Uber Pay,1,2.67,$10.5,Kips Bay,1.0
35310,2024-06-12 00:00:00,1899-12-30 06:11:05,UberX,Uber Pay,1,3.4,$13.5,East Chelsea,1.0
35312,2024-06-12 00:00:00,1899-12-30 06:47:45,UberX,Uber Pay,1,5.72,$22.9,Financial District North,1.0
35313,2024-06-12 00:00:00,1899-12-30 06:33:55,UberX,Uber Pay,1,3.42,$16.5,East Harlem North,1.0
35327,2024-06-12 00:00:00,1899-12-30 06:34:33,UberX,Uber Pay,1,2.54,$13.9,Upper East Side North,1.0
35329,2024-06-12 00:00:00,1899-12-30 06:13:03,UberX,Uber Pay,6,2.22,$10.9,East Harlem North,1.0
35331,2024-06-12 00:00:00,1899-12-30 06:45:55,UberX,Uber Pay,1,1.27,$8.8,Upper East Side North,1.0
35332,2024-06-12 00:00:00,1899-12-30 06:53:49,UberX,Uber Pay,1,1.91,$9.7,Lenox Hill West,1.0
35334,2024-06-12 00:00:00,1899-12-30 06:14:23,UberX,Uber Pay,1,2.8,$16.6,Clinton East,1.0
35339,2024-06-12 00:00:00,1899-12-30 06:45:09,UberX,Uber Pay,2,2.9,$14.3,Yorkville West,1.0
35340,2024-06-12 00:00:00,1899-12-30 06:00:07,UberX,Uber Pay,1,1.03,$12.0,Penn Station/Madison Sq West,1.0
35345,2024-06-12 00:00:00,1899-12-30 06:35:33,UberX,Uber Pay,5,1.85,$8.6,Upper East Side South,1.0
35346,2024-06-12 00:00:00,1899-12-30 06:17:16,UberX,Uber Pay,1,6.05,$22.5,East Chelsea,1.0
35358,2024-06-12 00:00:00,1899-12-30 07:39:46,UberX,Uber Pay,6,8.21,$29.5,Garment District,1.0
35361,2024-06-12 00:00:00,1899-12-30 07:13:26,UberX,Uber Pay,1,2.37,$11.5,Kips Bay,1.0
35366,2024-06-12 00:00:00,1899-12-30 07:29:07,UberX,Uber Pay,1,2.4,$12.0,Morningside Heights,1.0
35372,2024-06-12 00:00:00,1899-12-30 07:17:19,UberX,Uber Pay,1,1.78,$10.0,Central Harlem North,1.0
35373,2024-06-12 00:00:00,1899-12-30 07:57:22,UberX,Uber Pay,1,7.1,$24.5,Clinton East,1.0
35374,2024-06-12 00:00:00,1899-12-30 07:58:35,UberX,Uber Pay,1,2.25,$10.0,Flatiron,1.0
35376,2024-06-12 00:00:00,1899-12-30 07:56:06,UberX,Uber Pay,2,1.23,$10.1,Lincoln Square West,1.0
35380,2024-06-12 00:00:00,1899-12-30 07:21:13,UberX,Uber Pay,1,2,$10.5,Upper West Side North,1.0
35381,2024-06-12 00:00:00,1899-12-30 07:00:52,UberX,Uber Pay,1,1.47,$11.0,Penn Station/Madison Sq West,1.0
35385,2024-06-12 00:00:00,1899-12-30 07:16:12,UberX,Uber Pay,1,1.46,$8.3,Kips Bay,1.0
35392,2024-06-12 00:00:00,1899-12-30 07:49:52,UberX,Uber Pay,1,1.8,$9.7,Manhattan Valley,1.0
35396,2024-06-12 00:00:00,1899-12-30 07:44:24,UberX,Uber Pay,1,4.7,$18.0,Gramercy,1.0
35399,2024-06-12 00:00:00,1899-12-30 07:11:30,UberX,Uber Pay,1,3.98,$16.9,Kips Bay,1.0
35400,2024-06-12 00:00:00,1899-12-30 07:12:12,UberX,Uber Pay,1,1.37,$8.5,Yorkville East,1.0
35408,2024-06-12 00:00:00,1899-12-30 07:33:43,UberX,Uber Pay,1,6.47,$21.0,Hamilton Heights,1.0
35410,2024-06-12 00:00:00,1899-12-30 07:29:33,UberX,Uber Pay,1,6.07,$22.9,Brooklyn Heights,1.0
